Relations not resolved
System.Runtime.InteropServices.RegistrationServices 2 occurrences
System.Runtime.InteropServices.RuntimeEnvironment 1 occurrences
System.Runtime.InteropServices.RuntimeInformation 3 occurrences
System.Runtime.InteropServices.SafeHandle 7 occurrences
System.Runtime.InteropServices.TYPEATTR 1 occurrences
System.Runtime.InteropServices.TypeIdentifierAttribute 1 occurrences
System.Runtime.InteropServices.TYPEKIND 1 occurrences
System.Runtime.InteropServices.TYPELIBATTR 1 occurrences
System.Runtime.InteropServices.TypeLibConverter 3 occurrences
System.Runtime.InteropServices.TypeLibImporterFlags 1 occurrences
System.Runtime.InteropServices.UCOMITypeInfo 1 occurrences
System.Runtime.InteropServices.UCOMITypeLib 1 occurrences
System.Runtime.Remoting.Lifetime.ClientSponsor 4 occurrences
System.Runtime.Remoting.Lifetime.ILease 4 occurrences
System.Runtime.Remoting.RemotingServices 8 occurrences
System.Runtime.Serialization.DataContractSerializer 1 occurrences
System.Runtime.Serialization.FormatterConverter 1 occurrences
System.Runtime.Serialization.Formatters.Binary.BinaryFormatter 8 occurrences
System.Runtime.Serialization.FormatterServices 2 occurrences
System.Runtime.Serialization.IDeserializationCallback 2 occurrences
System.Runtime.Serialization.IObjectReference 1 occurrences
System.Runtime.Serialization.ISerializable 11 occurrences
System.Runtime.Serialization.SerializationException 7 occurrences
System.Runtime.Serialization.SerializationInfo 48 occurrences
System.Runtime.Serialization.StreamingContext 50 occurrences
System.Runtime.Serialization.XmlObjectSerializer 1 occurrences
System.Runtime.Versioning.FrameworkName 17 occurrences
System.Runtime.Versioning.TargetFrameworkAttribute 2 occurrences
System.RuntimeMethodHandle 1 occurrences
System.RuntimeTypeHandle 1 occurrences
System.SByte 39 occurrences
System.Security.AccessControl.ObjectSecurity 2 occurrences
System.Security.Claims.ClaimsIdentity 1 occurrences
System.Security.CodeAccessPermission 1 occurrences
System.Security.Cryptography.AsymmetricAlgorithm 5 occurrences
System.Security.Cryptography.AsymmetricSignatureDeformatter 1 occurrences
System.Security.Cryptography.AsymmetricSignatureFormatter 2 occurrences
System.Security.Cryptography.CngKey 1 occurrences
System.Security.Cryptography.CryptoConfig 1 occurrences
System.Security.Cryptography.CryptographicException 3 occurrences
System.Security.Cryptography.CryptoStream 1 occurrences
System.Security.Cryptography.CspKeyContainerInfo 2 occurrences
System.Security.Cryptography.CspParameters 4 occurrences
System.Security.Cryptography.DSA 1 occurrences
System.Security.Cryptography.ECDsa 1 occurrences
System.Security.Cryptography.HashAlgorithm 10 occurrences
System.Security.Cryptography.ICspAsymmetricAlgorithm 1 occurrences
System.Security.Cryptography.MD5 3 occurrences
System.Security.Cryptography.Oid 1 occurrences
System.Security.Cryptography.RandomNumberGenerator 1 occurrences
System.Security.Cryptography.RSA 7 occurrences
System.Security.Cryptography.RSACryptoServiceProvider 6 occurrences
System.Security.Cryptography.RSAParameters 1 occurrences
System.Security.Cryptography.RSAPKCS1SignatureDeformatter 1 occurrences
System.Security.Cryptography.RSAPKCS1SignatureFormatter 2 occurrences
System.Security.Cryptography.SHA1 2 occurrences
System.Security.Cryptography.SHA1CryptoServiceProvider 2 occurrences
System.Security.Cryptography.SHA1Managed 1 occurrences
System.Security.Cryptography.SHA256 1 occurrences
System.Security.Cryptography.SHA256Cng 2 occurrences
System.Security.Cryptography.SHA256CryptoServiceProvider 3 occurrences
System.Security.Cryptography.SHA384 1 occurrences
System.Security.Cryptography.SHA512 1 occurrences
System.Security.Cryptography.SignatureDescription 1 occurrences
System.Security.Cryptography.X509Certificates.X500DistinguishedName 1 occurrences
System.Security.Cryptography.X509Certificates.X509Certificate 3 occurrences
System.Security.Cryptography.X509Certificates.X509Certificate2 5 occurrences
System.Security.Cryptography.X509Certificates.X509Certificate2Collection 3 occurrences
System.Security.Cryptography.X509Certificates.X509Chain 2 occurrences
System.Security.Cryptography.X509Certificates.X509IncludeOption 1 occurrences
System.Security.Cryptography.X509Certificates.X509Store 2 occurrences
System.Security.Cryptography.Xml.KeyInfo 2 occurrences
System.Security.Cryptography.Xml.KeyInfoNode 1 occurrences
System.Security.Cryptography.Xml.KeyInfoX509Data 1 occurrences
System.Security.Cryptography.Xml.Reference 1 occurrences
System.Security.Cryptography.Xml.RSAKeyValue 1 occurrences
System.Security.Cryptography.Xml.SignedInfo 1 occurrences
System.Security.Cryptography.Xml.SignedXml 2 occurrences
System.Security.Cryptography.Xml.Transform 1 occurrences
System.Security.Cryptography.Xml.XmlDsigEnvelopedSignatureTransform 1 occurrences
System.Security.Cryptography.Xml.XmlDsigExcC14NTransform 1 occurrences
System.Security.IPermission 2 occurrences
System.Security.Permissions.PermissionSetAttribute 1 occurrences
System.Security.Permissions.SecurityAction 1 occurrences
System.Security.Permissions.SecurityAttribute 2 occurrences
System.Security.Permissions.SecurityPermission 4 occurrences
System.Security.PermissionSet 5 occurrences
System.Security.Policy.Evidence 1 occurrences
System.Security.Policy.EvidenceBase 1 occurrences
System.Security.Policy.Zone 1 occurrences
System.Security.Principal.IdentityReference 1 occurrences
System.Security.Principal.SecurityIdentifier 2 occurrences
System.Security.Principal.WindowsIdentity 3 occurrences
System.Security.Principal.WindowsPrincipal 1 occurrences
System.Security.ReadOnlyPermissionSet 1 occurrences
System.Security.SecureString 1 occurrences
System.Security.SecurityElement 2 occurrences
System.Security.SecurityException 9 occurrences
System.Security.SecurityManager 1 occurrences
System.Security.SecurityZone 1 occurrences
System.Security.XmlSyntaxException 1 occurrences
System.Single 40 occurrences
System.StackOverflowException 1 occurrences
System.String 1836 occurrences
System.StringComparer 157 occurrences
System.StringComparison 8 occurrences
System.SystemException 2 occurrences
System.Text.Decoder 1 occurrences
System.Text.DecoderFallback 1 occurrences
System.Text.DecoderFallbackException 2 occurrences
System.Text.EncoderFallback 1 occurrences
System.Text.EncoderFallbackException 2 occurrences
System.Text.Encoding 60 occurrences
System.Text.RegularExpressions.Capture 15 occurrences
System.Text.RegularExpressions.CaptureCollection 1 occurrences
System.Text.RegularExpressions.Group 17 occurrences
System.Text.RegularExpressions.GroupCollection 12 occurrences
System.Text.RegularExpressions.Match 17 occurrences
System.Text.RegularExpressions.MatchCollection 2 occurrences
System.Text.RegularExpressions.MatchEvaluator 1 occurrences
System.Text.RegularExpressions.Regex 38 occurrences
System.Text.RegularExpressions.RegexOptions 3 occurrences
System.Text.StringBuilder 105 occurrences
System.Text.UnicodeEncoding 1 occurrences
System.Text.UTF8Encoding 7 occurrences
System.Threading.AutoResetEvent 11 occurrences
System.Threading.CancellationToken 45 occurrences
System.Threading.CancellationTokenRegistration 5 occurrences
System.Threading.CancellationTokenSource 8 occurrences
System.Threading.ContextCallback 1 occurrences
System.Threading.EventWaitHandle 18 occurrences
System.Threading.ExecutionContext 1 occurrences
System.Threading.Interlocked 65 occurrences
System.Threading.LazyInitializer 3 occurrences
System.Threading.ManualResetEvent 12 occurrences
System.Threading.Monitor 103 occurrences
System.Threading.Mutex 1 occurrences
System.Threading.ParameterizedThreadStart 1 occurrences
System.Threading.ReaderWriterLockSlim 5 occurrences
System.Threading.RegisteredWaitHandle 1 occurrences
System.Threading.Semaphore 1 occurrences
System.Threading.SemaphoreSlim 1 occurrences
System.Threading.SendOrPostCallback 1 occurrences
System.Threading.SpinLock 1 occurrences
System.Threading.SynchronizationContext 1 occurrences
System.Threading.Tasks.Parallel 6 occurrences
System.Threading.Tasks.ParallelOptions 1 occurrences
System.Threading.Tasks.Task 82 occurrences
System.Threading.Tasks.Task`1 21 occurrences
System.Threading.Tasks.TaskCompletionSource`1 16 occurrences
System.Threading.Tasks.TaskContinuationOptions 1 occurrences
System.Threading.Tasks.TaskCreationOptions 1 occurrences
System.Threading.Tasks.TaskExtensions 1 occurrences
System.Threading.Tasks.TaskFactory 18 occurrences
System.Threading.Tasks.TaskScheduler 29 occurrences
System.Threading.Tasks.TaskStatus 2 occurrences
System.Threading.Thread 24 occurrences
System.Threading.ThreadAbortException 1 occurrences
System.Threading.ThreadInterruptedException 1 occurrences
System.Threading.ThreadPool 4 occurrences
System.Threading.ThreadPriority 1 occurrences
System.Threading.ThreadStart 5 occurrences
System.Threading.Timeout 1 occurrences
System.Threading.Timer 3 occurrences
System.Threading.TimerCallback 2 occurrences
System.Threading.Volatile 14 occurrences
System.Threading.WaitCallback 6 occurrences
System.Threading.WaitHandle 21 occurrences
System.Threading.WaitOrTimerCallback 1 occurrences
System.TimeoutException 1 occurrences
System.TimeSpan 47 occurrences
System.TimeZoneInfo 1 occurrences
System.Tuple 11 occurrences
System.Tuple`2 15 occurrences
System.Tuple`3 3 occurrences
System.Type 519 occurrences
System.TypeCode 4 occurrences
System.TypedReference 1 occurrences
System.TypeInitializationException 2 occurrences
System.TypeLoadException 6 occurrences
System.UInt16 156 occurrences
System.UInt32 288 occurrences
System.UInt64 55 occurrences
System.UIntPtr 5 occurrences
System.UnauthorizedAccessException 15 occurrences
System.UnhandledExceptionEventArgs 1 occurrences
System.UnhandledExceptionEventHandler 1 occurrences
System.Uri 42 occurrences
System.UriBuilder 2 occurrences
System.UriFormatException 2 occurrences
System.ValueTuple`2 20 occurrences
System.ValueTuple`3 4 occurrences
System.ValueTuple`4 1 occurrences
System.ValueType 332 occurrences
System.Version 105 occurrences
System.Void 2753 occurrences
System.WeakReference 5 occurrences
System.WeakReference`1 1 occurrences
System.Web.Services.Protocols.WebClientProtocol 1 occurrences
System.Web.UI.Page 1 occurrences
System.Windows.Application 21 occurrences
System.Windows.Clipboard 4 occurrences
System.Windows.Controls.Button 16 occurrences
System.Windows.Controls.Canvas 2 occurrences
System.Windows.Controls.Control 1 occurrences
System.Windows.Controls.Grid 1 occurrences
System.Windows.Controls.GridSplitter 1 occurrences
System.Windows.Controls.Panel 1 occurrences
System.Windows.Controls.Primitives.ButtonBase 12 occurrences
System.Windows.Controls.ScrollChangedEventArgs 1 occurrences
System.Windows.Controls.ScrollChangedEventHandler 1 occurrences
System.Windows.Controls.ScrollViewer 1 occurrences
System.Windows.Controls.TextBlock 8 occurrences
System.Windows.Controls.TextBox 7 occurrences
System.Windows.Controls.ToolBar 1 occurrences
System.Windows.Controls.UIElementCollection 1 occurrences
System.Windows.Controls.UserControl 5 occurrences
System.Windows.Controls.ValidationResult 2 occurrences
System.Windows.Controls.ValidationRule 2 occurrences
System.Windows.Data.IValueConverter 9 occurrences
System.Windows.DataObject 1 occurrences
System.Windows.DependencyPropertyChangedEventArgs 6 occurrences
System.Windows.DependencyPropertyChangedEventHandler 6 occurrences
System.Windows.DragDrop 1 occurrences
System.Windows.DragDropEffects 1 occurrences
System.Windows.DragEventArgs 1 occurrences
System.Windows.ExitEventArgs 1 occurrences
System.Windows.FontStretches 1 occurrences
System.Windows.FontStyles 1 occurrences
System.Windows.FontWeights 1 occurrences
System.Windows.FrameworkElement 12 occurrences
System.Windows.FrameworkTemplate 1 occurrences
System.Windows.GiveFeedbackEventArgs 1 occurrences
System.Windows.IDataObject 1 occurrences
System.Windows.Input.CommandManager 2 occurrences
System.Windows.Input.Cursors 1 occurrences
System.Windows.Input.ICommand 23 occurrences
System.Windows.Input.Mouse 1 occurrences
System.Windows.Input.MouseButtonEventArgs 4 occurrences
System.Windows.Input.MouseButtonEventHandler 4 occurrences
System.Windows.Input.MouseEventArgs 5 occurrences
System.Windows.Input.MouseEventHandler 4 occurrences
System.Windows.Input.TextCompositionEventArgs 2 occurrences
System.Windows.Input.TextCompositionEventHandler 2 occurrences
System.Windows.Int32Rect 1 occurrences
System.Windows.Markup.IComponentConnector 20 occurrences
System.Windows.Media.Color 1 occurrences
System.Windows.Media.DrawingContext 5 occurrences
System.Windows.Media.FontFamily 1 occurrences
System.Windows.Media.FormattedText 1 occurrences
System.Windows.Media.GlyphRun 1 occurrences
System.Windows.Media.GlyphTypeface 1 occurrences
System.Windows.Media.Imaging.CroppedBitmap 1 occurrences
System.Windows.Media.Imaging.RenderTargetBitmap 1 occurrences
System.Windows.Media.PixelFormats 1 occurrences
System.Windows.Media.RotateTransform 1 occurrences
System.Windows.Media.SolidColorBrush 7 occurrences
System.Windows.Media.Typeface 2 occurrences
System.Windows.MessageBox 1 occurrences
System.Windows.Point 6 occurrences
System.Windows.Rect 5 occurrences
System.Windows.ResourceDictionary 1 occurrences
System.Windows.RoutedEventArgs 16 occurrences
System.Windows.RoutedEventHandler 14 occurrences
System.Windows.Size 3 occurrences
System.Windows.SizeChangedEventArgs 1 occurrences
System.Windows.SizeChangedEventHandler 1 occurrences
System.Windows.StartupEventArgs 1 occurrences
System.Windows.Thickness 1 occurrences
System.Windows.Threading.DispatcherUnhandledExceptionEventArgs 1 occurrences
System.Windows.Threading.DispatcherUnhandledExceptionEventHandler 1 occurrences
System.Windows.UIElement 8 occurrences
System.Windows.Visibility 6 occurrences
System.Windows.Window 15 occurrences
System.Xaml.XamlParseException 1 occurrences
System.Xaml.XamlServices 1 occurrences
System.Xml.IXmlLineInfo 5 occurrences
System.Xml.Linq.XAttribute 5 occurrences
System.Xml.Linq.XContainer 4 occurrences
System.Xml.Linq.XDeclaration 1 occurrences
System.Xml.Linq.XDocument 4 occurrences
System.Xml.Linq.XElement 5 occurrences
System.Xml.Linq.XName 5 occurrences
System.Xml.Linq.XNamespace 2 occurrences
System.Xml.Linq.XNode 2 occurrences
System.Xml.Linq.XObject 1 occurrences
System.Xml.NameTable 3 occurrences
System.Xml.ReadState 1 occurrences
System.Xml.Schema.ValidationEventArgs 1 occurrences
System.Xml.Schema.ValidationEventHandler 1 occurrences
System.Xml.Schema.XmlSchemaCollection 1 occurrences
System.Xml.Schema.XmlSchemaException 1 occurrences
System.Xml.Serialization.IXmlSerializable 2 occurrences
System.Xml.Serialization.XmlArrayAttribute 1 occurrences
System.Xml.Serialization.XmlArrayItemAttribute 2 occurrences
System.Xml.Serialization.XmlAttributeAttribute 1 occurrences
System.Xml.Serialization.XmlElementAttribute 1 occurrences
System.Xml.Serialization.XmlIgnoreAttribute 1 occurrences
System.Xml.Serialization.XmlIncludeAttribute 1 occurrences
System.Xml.Serialization.XmlRootAttribute 4 occurrences
System.Xml.Serialization.XmlSerializer 9 occurrences
System.Xml.Serialization.XmlTypeAttribute 1 occurrences
System.Xml.WriteState 1 occurrences
System.Xml.XmlAttribute 29 occurrences
System.Xml.XmlAttributeCollection 16 occurrences
System.Xml.XmlCharacterData 2 occurrences
System.Xml.XmlComment 3 occurrences
System.Xml.XmlConvert 4 occurrences
System.Xml.XmlDeclaration 2 occurrences
System.Xml.XmlDictionaryReader 1 occurrences
System.Xml.XmlDictionaryReaderQuotas 1 occurrences
System.Xml.XmlDocument 40 occurrences
System.Xml.XmlElement 35 occurrences
System.Xml.XmlException 19 occurrences
System.Xml.XmlNamedNodeMap 18 occurrences
System.Xml.XmlNamespaceManager 17 occurrences
System.Xml.XmlNameTable 2 occurrences
System.Xml.XmlNode 62 occurrences
System.Xml.XmlNodeList 22 occurrences
System.Xml.XmlNodeReader 1 occurrences
System.Xml.XmlNodeType 7 occurrences
System.Xml.XmlQualifiedName 1 occurrences
System.Xml.XmlReader 54 occurrences
System.Xml.XmlReaderSettings 27 occurrences
System.Xml.XmlSignificantWhitespace 1 occurrences
System.Xml.XmlText 1 occurrences
System.Xml.XmlTextReader 8 occurrences
System.Xml.XmlTextWriter 4 occurrences
System.Xml.XmlUrlResolver 3 occurrences
System.Xml.XmlValidatingReader 1 occurrences
System.Xml.XmlWhitespace 2 occurrences
System.Xml.XmlWriter 22 occurrences
System.Xml.XmlWriterSettings 9 occurrences
System.Xml.XPath.IXPathNavigable 1 occurrences
System.Xml.XPath.XPathDocument 4 occurrences
System.Xml.XPath.XPathException 3 occurrences
System.Xml.XPath.XPathExpression 8 occurrences
System.Xml.XPath.XPathItem 2 occurrences
System.Xml.XPath.XPathNavigator 11 occurrences
System.Xml.XPath.XPathNodeIterator 5 occurrences
System.Xml.XPath.XPathResultType 4 occurrences
System.Xml.Xsl.IXsltContextFunction 3 occurrences
System.Xml.Xsl.IXsltContextVariable 3 occurrences
System.Xml.Xsl.XslCompiledTransform 4 occurrences
System.Xml.Xsl.XsltArgumentList 2 occurrences
System.Xml.Xsl.XsltContext 7 occurrences
System.Xml.Xsl.XsltSettings 3 occurrences
913 items found in 25158 occurrences
